id,response,response_nofill,item,item_nofill,SemDis_cbowukwacsubtitle_nf_m,SemDis_cbowsubtitle_nf_m,SemDis_cbowBNCwikiukwac_nf_m,SemDis_TASA_nf_m,SemDis_glove_nf_m,SemDis_MEAN,SemDis_factor
84789,table,table,bucket,bucket,0.71522,0.83623,0.82964,0.85128,0.76509,0.79949,-0.12225
84789,water glass,water glass,bucket,bucket,0.96928,0.99199,0.94903,1.00283,1.13491,1.00961,0.10091
84789,bag,bag,bucket,bucket,0.6686,0.76667,0.65766,0.85673,0.55301,0.70053,-0.24361
84789,hat,hat,lamp,lamp,0.73806,0.80012,0.84658,0.97761,0.77126,0.82673,-0.10699
84789,stick,stick,pencil,pencil,0.67881,0.77149,0.67823,0.77316,0.69693,0.71972,-0.21615
84789,ruler,ruler,pencil,pencil,0.74268,0.98194,0.82905,0.85553,0.97279,0.8764,-0.05087
84789,decoration,decoration,clock,clock,0.94709,0.94556,0.89673,0.98829,0.87329,0.93019,0.02511
84789,part hair,part hair,comb,comb,0.89665,0.9385,1.06775,0.95538,1.10797,0.99325,0.09998
84789,ruler,ruler,comb,comb,0.8556,0.92413,0.8612,1.01254,1.03408,0.93751,0.00462
84789,rake,rake,comb,comb,0.87655,0.79598,0.81196,0.9209,0.77975,0.83703,-0.0778
84789,seat,seat,broom,broom,0.86869,0.87017,0.95217,1.05645,0.93388,0.93627,0.01688
84789,blanket,blanket,pillow,pillow,0.53016,0.59473,0.66826,0.55409,0.59274,0.588,-0.33617
84789,seat,seat,pillow,pillow,0.68661,0.80825,0.79091,0.9138,0.85733,0.81138,-0.13265
84789,cushion,cushion,pillow,pillow,0.50901,0.6512,0.56509,0.90492,0.73022,0.67209,-0.32182
84789,table,table,pillow,pillow,0.7085,0.73821,0.84078,1.03633,0.80665,0.82609,-0.12233
84789,slipper,slipper,hat,hat,0.7268,0.78856,0.7935,1.00797,0.76554,0.81647,-0.13032
84789,water bucket,water bucket,hat,hat,1.02014,0.86241,1.02301,0.97639,1.17718,1.01183,0.12005
84789,sun nlocker,sun nlocker,hat,hat,0.76809,0.88198,0.84856,0.96453,0.77543,0.84772,-0.07945
84789,weapon,weapon,purse,purse,0.73101,0.80493,0.88893,0.95845,0.84577,0.84582,-0.08358
84789,tooth pick,tooth pick,fork,fork,0.96269,0.91087,0.97289,1.06094,1.02322,0.98612,0.07694
84789,weapon,weapon,fork,fork,0.77246,0.88417,0.90561,1.03711,0.95158,0.91019,-0.02609
84789,engraver,engraver,fork,fork,0.81853,0.88505,0.87482,1.06413,1.0064,0.92979,-0.01156
84789,comb,comb,fork,fork,0.74744,0.827,0.7822,0.95494,0.83424,0.82916,-0.11268
84789,puppet,puppet,sock,sock,0.68722,0.70923,0.781,0.8895,0.61075,0.73554,-0.19593
84789,headband,headband,sock,sock,0.6666,0.71622,0.66705,0.99901,0.7786,0.7655,-0.20778
84789,to curl hair,curl hair,sock,sock,1.05063,1.08215,0.98803,1.02701,0.99193,1.02795,0.14
84789,oven mit,oven mit,sock,sock,0.99153,0.96334,1.04897,0.913,1.13108,1.00958,0.12996
84789,glove,glove,sock,sock,0.72112,0.79497,0.65344,0.84461,0.60102,0.72303,-0.21566
84789,light,light,lighter,lighter,0.5696,0.63707,0.70142,0.89705,0.49314,0.65966,-0.29423
84789,ruler,ruler,knife,knife,0.81261,0.97545,0.92648,1.00082,1.00484,0.94404,0.01912
84789,weight,weight,baseball,baseball,0.90675,0.93531,1.06508,0.99079,0.89611,0.95881,0.07206
84793,sex,sex,broom,broom,0.94175,0.95113,0.96563,1.00009,0.99059,0.96984,0.06708
84793,fighting,fighting,broom,broom,0.85712,0.93992,0.99007,1.03256,1.05376,0.97469,0.05764
84793,football,football,broom,broom,0.90994,0.93318,0.94071,1.06559,1.04089,0.97806,0.05645
84793,harry potter,harry potter,broom,broom,0.9745,1.00117,0.97785,1.06006,0.99782,1.00228,0.0978
84793,sex,sex,sock,sock,0.78223,0.80834,0.86162,0.97661,0.9255,0.87086,-0.06249
84793,masterbate,masterbate,sock,sock,NA,NA,NA,NA,NA,NaN,NA
84793,christmas,christmas,sock,sock,0.78191,0.81911,0.8631,1.00773,0.9446,0.88329,-0.05475
84793,poor people tree,poor people tree,sock,sock,0.82839,0.99373,0.94207,0.9228,0.98207,0.93381,0.02469
84793,hand warmer,hand warmer,sock,sock,1.0632,0.9733,1.09763,1.05105,0.9564,1.02832,0.1553
84793,cossplay,cossplay,sock,sock,NA,NA,NA,NA,NA,NaN,NA
84793,dog carrier,dog carrier,purse,purse,1.00561,0.97684,1.00298,1.06716,1.00772,1.01206,0.1134
84793,wallet,wallet,purse,purse,0.31289,0.42194,0.58573,0.73061,0.47899,0.50603,-0.47685
84793,money,money,purse,purse,0.59802,0.79999,0.6888,0.77294,0.63881,0.69971,-0.24132
84793,food,food,purse,purse,0.77069,0.8591,0.94276,0.94067,0.93684,0.89001,-0.02797
84793,purse,purse,purse,purse,0,0,0,0,0,0,-0.99437
84793,house,house,brick,brick,0.65988,0.82071,0.69071,0.85592,0.63317,0.73208,-0.21137
84793,hit,hit,brick,brick,0.63512,0.83865,0.86048,0.95882,0.85458,0.82953,-0.11593
84793,kill someone,kill someone,brick,brick,0.93581,0.92065,1.06638,0.99228,1.10832,1.00469,0.11097
84793,tv show,tv show,brick,brick,0.98926,0.92958,1.02807,0.99824,1.09945,1.00892,0.11589
84793,cut food,cut food,knife,knife,0.95531,1.00274,0.90363,1.12343,1.20348,1.03772,0.1016
84793,cut nails,cut nails,knife,knife,0.97101,1.08317,1.00218,1.04728,1.13568,1.04786,0.14255
84793,shave,shave,knife,knife,0.7722,0.88759,0.7732,0.83937,0.81997,0.81847,-0.10506
84793,sharper other tools,sharper tools,knife,knife,0.99277,1.03308,1.12527,1.02271,1.04687,1.04414,0.16659
84793,write,write,pencil,pencil,0.623,0.68548,0.75387,0.82991,0.76592,0.73164,-0.21183
84793,tree,tree,pencil,pencil,0.8768,0.92976,0.89933,0.99012,0.87891,0.91498,9.10E-04
84793,lead,lead,pencil,pencil,0.81918,0.94513,0.98518,0.9342,0.93586,0.92391,0.02016
84793,draw,draw,pencil,pencil,0.61407,0.76352,0.73195,0.38514,0.79112,0.65716,-0.23267
84793,paint,paint,pencil,pencil,0.66432,0.80469,0.6476,0.89373,0.61133,0.72433,-0.22902
84793,stab,stab,pencil,pencil,0.76732,0.84259,0.86454,1.0762,0.88356,0.88684,-0.05846
84793,sports,sports,baseball,baseball,0.59554,0.58524,0.58558,0.44457,0.44283,0.53075,-0.37605
84793,italian mob movie,italian mob movie,baseball,baseball,0.85627,0.9562,0.95043,1.15144,0.6636,0.91559,-0.00372
84793,playing catch with your dog,playing catch dog,baseball,baseball,0.91733,0.86989,1.00556,0.76523,0.62033,0.83567,-0.01644
84793,break open old boxes,break open old boxes,baseball,baseball,1.09647,0.9667,0.99772,0.98979,1.28623,1.06738,0.17553
84793,bucket,bucket,bucket,bucket,0,0,0,0,0,0,-0.99437
84793,collect water,collect water,bucket,bucket,1.02207,1.02265,0.97511,0.95849,1.12295,1.02025,0.12869
84793,comb,comb,comb,comb,0,0,0,0,0,0,-0.99437
84793,comb for dogs,comb dogs,comb,comb,1.10716,0.96823,0.94209,1.05702,0.93501,1.0019,0.11152
84793,cook food,cook food,comb,comb,0.98181,1.0089,1.02797,0.9369,1.01026,0.99317,0.1126
84793,whopping,whopping,belt,belt,0.88575,0.90069,0.94378,1.01992,1.00114,0.95026,0.03362
84793,hit,hit,belt,belt,0.79099,0.78555,0.96843,0.99021,0.80893,0.86882,-0.04405
84793,hold your pants,hold pants,belt,belt,1.02892,1.07078,0.96648,0.98302,1.04699,1.01924,0.12835
84793,light,light,candle,candle,0.48871,0.49663,0.71893,0.54539,0.67086,0.5841,-0.34162
84793,cook food,cook food,candle,candle,0.97035,1.05472,1.03842,0.9892,1.14628,1.03979,0.14647
84793,smoke,smoke,lighter,lighter,0.5825,0.65,0.78081,0.95298,0.6949,0.73224,-0.22533
84793,lights,lights,lighter,lighter,0.79016,0.77244,0.86895,0.98477,0.71387,0.82604,-0.09645
84793,lgihter,lgihter,lighter,lighter,NA,NA,NA,NA,NA,NaN,NA
84793,sleep,sleep,pillow,pillow,0.47951,0.6009,0.62713,0.41662,0.67501,0.55983,-0.36259
84793,pillow,pillow,pillow,pillow,0,0,0,0,0,0,-0.99437
84793,killing someone,killing someone,pillow,pillow,1.08166,0.98563,1.03796,1.0555,0.96408,1.02497,0.14461
84793,bed,bed,pillow,pillow,0.37226,0.49624,0.51458,0.24123,0.53441,0.43174,-0.49205
84793,hit someone,hit someone,lamp,lamp,1.01767,1.12269,0.9848,1.01124,1.12697,1.05267,0.15618
84793,light,light,lamp,lamp,0.45035,0.57998,0.5627,0.45727,0.58453,0.52697,-0.40974
84793,weapon,weapon,lamp,lamp,0.82154,0.91273,0.88538,1.03357,0.89323,0.90929,-0.02025
84793,safety,safety,lamp,lamp,0.86154,0.98478,0.93522,0.91901,0.87301,0.91471,0.01436
84793,time,time,clock,clock,0.64911,0.76953,0.82558,0.81498,0.59082,0.73,-0.18808
84793,food dish,food dish,clock,clock,1.14054,1.0453,0.9887,0.96981,1.28956,1.08678,0.20249
84793,plate,plate,clock,clock,0.85421,0.87313,0.89926,0.95873,0.80009,0.87708,-0.03255
84793,board,board,clock,clock,0.88599,0.97087,0.91527,0.99105,0.92746,0.93813,0.02558
84793,bed,bed,clock,clock,0.70244,0.85038,0.87157,0.80898,0.82397,0.81147,-0.10281
84793,timer,timer,clock,clock,0.70876,0.75822,0.54301,0.84378,0.54165,0.67908,-0.27491
84793,toilet,toilet,hat,hat,0.84838,1.02142,0.98653,0.97436,0.84832,0.9358,0.03585
84793,clothes,clothes,hat,hat,0.55808,0.64903,0.72396,0.55059,0.65545,0.62742,-0.28698
84793,covering,covering,hat,hat,0.87742,1.00619,0.97861,0.99543,0.82101,0.93573,0.03656
84793,decoration,decoration,hat,hat,0.95912,0.86587,0.89681,1.00831,0.8698,0.91998,0.01292
84793,food,food,fork,fork,0.74298,0.75113,0.93078,0.93792,0.91544,0.85565,-0.0675
84793,design,design,fork,fork,0.94264,0.98951,0.92579,1.01789,0.93651,0.96247,0.05474
84793,art,art,fork,fork,1.00662,0.93725,1.00773,0.96746,1.00038,0.98389,0.09895
84799,washing a car,washing car,bucket,bucket,1.06321,0.96451,1.05282,0.90507,1.04373,1.00587,0.14096
84799,swimming,swimming,bucket,bucket,0.75403,0.90725,0.82791,0.89096,0.82944,0.84192,-0.08272
84799,bathing,bathing,bucket,bucket,0.75363,0.91282,0.81762,0.90088,0.71002,0.81899,-0.10261
84799,bathing a dog,bathing dog,bucket,bucket,1.06369,1.06034,0.99909,1.05349,1.06416,1.04815,0.15618
84799,relaxing,relaxing,candle,candle,0.89675,0.96413,0.89172,1.01723,0.92248,0.93846,0.02049
84799,making a fire,making fire,candle,candle,0.93638,1.14109,0.98829,1.11779,1.09002,1.05471,0.13682
84799,light source,light source,candle,candle,1.03978,0.9514,1.18794,0.95243,1.05696,1.0377,0.18286
84799,curling your hair,curling hair,pencil,pencil,1.0518,0.89818,0.98292,0.99048,1.04778,0.99423,0.10536
84799,starting a fire,starting fire,pencil,pencil,0.95041,1.08683,1.02816,1.04743,1.06519,1.0356,0.13505
84799,traveling,traveling,purse,purse,0.77523,0.97567,0.95082,0.91705,1.00378,0.92451,0.0096
84799,holding a baby,holding baby,purse,purse,1.10876,0.97842,0.95321,0.99965,1.01036,1.01008,0.12549
84799,self defense,self defense,purse,purse,1.04571,0.98257,0.9494,0.98355,1.06259,1.00476,0.11146
84799,pillow,pillow,purse,purse,0.71399,0.81625,0.76125,1.01776,0.7884,0.81953,-0.13564
84799,separate pasta,separate pasta,comb,comb,1.01989,1.03489,1.02561,1.009,1.06085,1.03005,0.14225
84799,dust,dust,comb,comb,0.78523,0.86772,0.8504,0.98262,0.76755,0.8507,-0.07625
84799,draw a straight line,draw straight line,belt,belt,0.84986,0.99044,0.92905,1.01196,0.72862,0.90199,-0.00575
84799,measure,measure,belt,belt,0.88425,0.85211,0.97075,1.0826,0.81836,0.92161,0.00887
84799,lasso,lasso,belt,belt,0.78815,0.70249,0.791,0.97104,0.94409,0.83935,-0.10524
84799,start a fire,start fire,lamp,lamp,0.98306,1.06052,1.04727,1.00852,1.18888,1.05765,0.16266
84799,pull a tooth out,pull tooth,baseball,baseball,1.00771,0.92671,0.95946,0.98762,1.05982,0.98826,0.09065
84799,self defense,self defense,baseball,baseball,0.93982,1.0473,0.96293,1.02677,1.16212,1.02779,0.11376
84799,light source,light source,lighter,lighter,0.95474,1.10593,1.09402,0.94172,1.24712,1.06871,0.18362
84799,stenicl,stenicl,lighter,lighter,NA,NA,NA,NA,NA,NaN,NA
84799,stencil,stencil,lighter,lighter,0.90792,0.85061,0.91565,1.00073,0.99569,0.93412,0.01819
84799,hold water,hold water,hat,hat,0.99608,0.93516,0.90821,1.01137,1.17235,1.00463,0.08953
84799,hold food,hold food,hat,hat,1.06337,0.95769,0.95808,0.98058,1.21222,1.03439,0.13731
84799,communication,communication,hat,hat,0.9742,1.05804,1.03593,0.98093,1.0665,1.02312,0.13492
84799,hold food,hold food,sock,sock,1.04205,0.9935,1.01026,1.13527,1.00048,1.03631,0.13487
84799,cover a wound,cover wound,sock,sock,1.03984,0.94629,1.06102,1.03826,0.95945,1.00897,0.12885
84799,scarf,scarf,sock,sock,0.60257,0.74927,0.6353,0.9342,0.76398,0.73706,-0.23917
84799,stencil for a circle,stencil circle,clock,clock,1.04207,1.03968,0.92406,0.94927,0.94318,0.97965,0.09321
84799,meditation,meditation,clock,clock,0.97166,0.92388,0.97772,1.0086,0.93686,0.96374,0.06761
84799,break a fall,break fall,pillow,pillow,1.10922,0.93054,1.00357,0.98093,1.03878,1.01261,0.13597
84799,clothing,clothing,pillow,pillow,0.85135,0.86124,0.81236,0.98458,0.86479,0.87486,-0.05465
84799,fat suit,fat suit,pillow,pillow,1.03974,0.86601,1.0054,0.97374,1.06609,0.9902,0.10405
84799,draw a straight line,draw straight line,knife,knife,0.79551,1.07508,0.9887,0.95985,0.81635,0.9271,0.0251
84799,mix ingredients,mix ingredients,knife,knife,0.97125,0.98526,1.0341,1.03491,1.12239,1.02958,0.13002
84799,pop tire,pop tire,knife,knife,1.02133,0.99566,1.00653,0.96472,1.06181,1.01001,0.12482
84799,break a window,break window,brick,brick,0.96992,0.9811,0.94302,0.99641,1.14205,1.0065,0.09734
84799,decoration,decoration,brick,brick,0.854,0.8456,0.79746,0.904,0.65896,0.812,-0.099
84799,combing your fair,combing fair,fork,fork,1.01548,1.04792,0.98635,1.07343,1.0561,1.03586,0.13368
84799,opening packages,opening packages,fork,fork,0.97281,0.95704,0.95572,0.96267,0.98473,0.96659,0.07145
84799,wrapping string,wrapping string,fork,fork,1.06042,0.95008,1.00903,0.99829,0.97092,0.99775,0.11719
84799,pretending to fly,pretending fly,broom,broom,0.90149,1.00026,0.91157,0.87489,1.06674,0.95099,0.04858
84799,getting something hard to reach,getting something hard reach,broom,broom,1.06824,0.98949,1.00647,0.97896,1.06431,1.02149,0.14
84799,getting bugs,getting bugs,broom,broom,1.04537,1.01535,1.00175,0.97634,1.07254,1.02227,0.13754
84804,bowl,bowl,hat,hat,0.74582,0.82866,0.87287,0.95981,0.84943,0.85132,-0.07868
84804,baseball glove,baseball glove,hat,hat,1.02557,0.96279,0.94753,1.02894,0.98909,0.99078,0.09212
84804,cup,cup,hat,hat,0.78818,0.91783,0.92454,0.90017,0.7754,0.86122,-0.04337
84804,massage,massage,baseball,baseball,0.9442,1.02868,0.96192,1.05212,1.03994,1.00537,0.09414
84804,weapon,weapon,belt,belt,0.7537,0.84987,0.84457,0.91435,0.73289,0.81908,-0.10223
84804,shelf,shelf,belt,belt,0.86524,0.91278,0.90335,1.00364,0.83863,0.90473,-0.01019
84804,decoration,decoration,belt,belt,0.87733,0.92921,0.90181,0.95868,0.93871,0.92115,0.0087
84804,knie,knie,comb,comb,NA,NA,NA,NA,1.05682,1.05682,0.10018
84804,knife,knife,comb,comb,0.73588,0.836,0.72546,0.81441,0.7597,0.77429,-0.15521
84804,dog toy,dog toy,comb,comb,0.9783,0.99989,1.069,0.96031,0.94581,0.99066,0.11569
84804,prop,prop,clock,clock,0.92636,0.98854,0.90414,1.02197,0.94885,0.95797,0.04389
84804,plate,plate,clock,clock,0.85421,0.87313,0.89926,0.95873,0.80009,0.87708,-0.03255
84804,frisbee,frisbee,clock,clock,0.91459,0.93686,0.95285,0.82269,1.07088,0.93957,0.05069
84804,art material,art material,candle,candle,0.9503,1.00701,0.984,1.10268,1.05984,1.02077,0.10569
84804,utensil,utensil,pencil,pencil,0.76414,0.8002,0.69924,0.68025,0.7937,0.74751,-0.16695
84804,weapon,weapon,lamp,lamp,0.82154,0.91273,0.88538,1.03357,0.89323,0.90929,-0.02025
84804,seat,seat,pillow,pillow,0.68661,0.80825,0.79091,0.9138,0.85733,0.81138,-0.13265
84804,comb,comb,fork,fork,0.74744,0.827,0.7822,0.95494,0.83424,0.82916,-0.11268
84804,glove,glove,sock,sock,0.72112,0.79497,0.65344,0.84461,0.60102,0.72303,-0.21566
84804,bag,bag,sock,sock,0.6444,0.87987,0.64333,0.67558,0.71673,0.71198,-0.22009
84804,communication,communication,brick,brick,0.96673,0.92439,0.98905,1.05519,1.02623,0.99232,0.0868
84804,warmth,warmth,lighter,lighter,0.7704,0.92899,0.78895,0.99759,0.80111,0.85741,-0.08326
84804,water bottle,water bottle,purse,purse,0.90478,0.99294,0.98419,1.03273,1.01727,0.98638,0.07678
84804,suitcase,suitcase,purse,purse,0.55542,0.62694,0.66788,0.72417,0.69235,0.65335,-0.29447
84804,hat,hat,bucket,bucket,0.7075,0.87591,0.74689,0.90803,0.67851,0.78337,-0.15424
84804,napkin,napkin,knife,knife,0.66447,0.77653,0.74446,0.72766,0.76861,0.73635,-0.18899
84804,transportation,transportation,broom,broom,0.99172,1.11479,1.03092,0.97832,1.08172,1.03949,0.15304
84816,disguise,disguise,purse,purse,0.79638,0.94659,0.84357,0.85629,0.90795,0.87016,-0.04574
84816,crossdressing,crossdressing,purse,purse,0.8386,NA,0.87458,NA,0.98851,0.90056,-0.01306
84816,costume,costume,purse,purse,0.73049,0.88344,0.81377,0.97506,0.79456,0.83946,-0.09977
84816,wallet,wallet,purse,purse,0.31289,0.42194,0.58573,0.73061,0.47899,0.50603,-0.47685
84816,credit card holder,credit card holder,purse,purse,0.7949,0.98459,0.93947,0.9474,0.90202,0.91368,6.20E-04
84816,smuggling,smuggling,purse,purse,0.78499,0.92646,0.84214,0.84176,0.88704,0.85648,-0.05837
84816,shoplifting,shoplifting,purse,purse,0.66262,0.63763,0.79166,1.00804,0.76032,0.77205,-0.1846
84816,smoking,smoking,lighter,lighter,0.69253,0.69649,0.83381,0.99166,0.81953,0.8068,-0.13993
84816,fire,fire,lighter,lighter,0.74083,0.72571,0.88513,0.99973,0.84243,0.83877,-0.09624
84816,grease fire,grease fire,lighter,lighter,0.97948,1.12088,0.97724,0.96399,1.08767,1.02585,0.13162
84816,forest fire,forest fire,lighter,lighter,1.16345,1.00598,1.07007,0.95029,1.1322,1.0644,0.20468
84816,deforstation,deforstation,lighter,lighter,NA,NA,NA,NA,NA,NaN,NA
84816,greenhouse effecg,greenhouse effecg,lighter,lighter,0.87909,0.84591,0.95482,1.04879,0.89339,0.9244,0.00935
84816,carbon footprint,carbon footprint,lighter,lighter,1.16502,1.00394,0.97437,1.10665,1.10177,1.07035,0.17768
84816,weapon,weapon,pillow,pillow,0.76682,0.89788,0.91916,1.09848,0.90789,0.91805,-0.02264
84816,sleeping,sleeping,pillow,pillow,0.49193,0.62181,0.70303,0.42595,0.61986,0.57252,-0.33543
84816,fortress,fortress,pillow,pillow,0.86856,0.95931,0.89423,1.09434,0.90095,0.94348,0.0133
84816,hiding,hiding,pillow,pillow,0.73404,0.92007,0.83277,0.89545,0.91638,0.85974,-0.07131
84816,shield,shield,pillow,pillow,0.88174,0.93229,0.84971,1.08778,0.9138,0.93306,-0.00218
84816,support,support,pillow,pillow,0.90308,1.00303,0.97879,0.94711,1.05006,0.97641,0.07553
84816,trampoline,trampoline,pillow,pillow,0.79254,0.77125,0.80641,0.98064,0.88921,0.84801,-0.09146
84816,scaffolding,scaffolding,pillow,pillow,0.94184,0.91681,0.91165,1.08542,0.91698,0.95454,0.0358
84816,weapon,weapon,baseball,baseball,0.85926,0.93989,0.88546,0.99991,0.94601,0.92611,0.0034
84816,arcade game,arcade game,baseball,baseball,1.00423,1.1012,0.97335,0.98631,1.12187,1.03739,0.14079
84816,golf,golf,baseball,baseball,0.6955,0.72199,0.72335,0.49728,0.56184,0.63999,-0.2451
84816,basketball,basketball,baseball,baseball,0.46141,0.53008,0.4556,0.24943,0.32802,0.40491,-0.50718
84816,football,football,baseball,baseball,0.4385,0.46411,0.45153,0.2891,0.35205,0.39906,-0.52367
84816,weapon,weapon,broom,broom,0.80883,0.92035,0.87743,1.02069,0.89654,0.90477,-0.02589
84816,stabbing,stabbing,broom,broom,0.82414,0.93034,0.84406,1.09284,0.81122,0.90052,-0.03833
84816,transportation,transportation,broom,broom,0.99172,1.11479,1.03092,0.97832,1.08172,1.03949,0.15304
84816,dust,dust,broom,broom,0.74335,0.7706,0.78643,0.90451,0.71169,0.78332,-0.14655
84816,disguise,disguise,broom,broom,0.84971,0.88544,0.89803,1.01532,0.94367,0.91843,-0.00619
84816,disguise,disguise,hat,hat,0.72384,0.69938,0.85119,1.00384,0.69363,0.79438,-0.14135
84816,frisbee,frisbee,hat,hat,0.7749,0.83921,0.84442,0.96214,0.92313,0.86876,-0.06563
84816,blanket,blanket,hat,hat,0.65274,0.79857,0.8122,0.90753,0.76318,0.78684,-0.15292
84816,pillow,pillow,hat,hat,0.69373,0.84737,0.82769,0.94016,0.81987,0.82576,-0.11307
84816,seat decoration,seat decoration,hat,hat,1.01107,0.87888,1.05992,1.08575,1.00198,1.00752,0.11453
84816,weapon,weapon,brick,brick,0.85011,0.96659,0.9662,1.03924,0.96281,0.95699,0.03946
84816,throwing,throwing,brick,brick,0.76731,0.81881,0.93459,1.01815,0.84864,0.8775,-0.04846
84816,chair,chair,brick,brick,0.80526,0.9541,0.93869,1.01781,0.89471,0.92211,9.70E-04
84816,food,food,brick,brick,0.87027,0.97022,0.94247,1.04501,0.88937,0.94347,0.02779
84816,scare tactic,scare tactic,brick,brick,1.09345,0.9188,0.99215,0.90714,1.08195,0.9987,0.12583
84816,jail,jail,brick,brick,0.75342,0.90606,0.8049,0.94893,0.82455,0.84757,-0.0879
84816,weapon,weapon,lamp,lamp,0.82154,0.91273,0.88538,1.03357,0.89323,0.90929,-0.02025
84816,distraction,distraction,lamp,lamp,0.93045,0.88939,1.00509,0.93546,0.91891,0.93586,0.0487
84816,hammer,hammer,lamp,lamp,0.81649,0.77037,0.82114,1.00978,0.90775,0.86511,-0.07397
84816,boogieman shield,boogieman shield,lamp,lamp,0.76875,0.94476,0.84036,1.0134,0.84147,0.88175,-0.05537
84816,blind,blind,lamp,lamp,0.75959,0.88645,0.88206,1.00188,0.89472,0.88494,-0.04898
84816,weapon,weapon,sock,sock,0.82373,0.94051,0.85223,1.01228,0.92211,0.91017,-0.02226
84816,butter,butter,sock,sock,0.74279,0.89288,0.84586,0.96071,0.95735,0.87992,-0.05901
84816,hat,hat,sock,sock,0.64285,0.74545,0.72479,0.85645,0.71528,0.73696,-0.20859
84816,cooking,cooking,sock,sock,0.82917,0.87062,0.92844,1.08075,1.0369,0.94918,0.01321
84816,disguise,disguise,sock,sock,0.86623,0.83433,0.79806,0.94843,0.89291,0.86799,-0.05879
84816,puppet,puppet,sock,sock,0.68722,0.70923,0.781,0.8895,0.61075,0.73554,-0.19593
84816,coverage,coverage,sock,sock,0.94356,1.04107,0.98467,0.99533,1.07081,1.00709,0.10523
84816,wind detecting,wind detecting,sock,sock,0.94086,0.95379,0.95761,1.13067,0.97425,0.99144,0.07113
84816,weapon,weapon,belt,belt,0.7537,0.84987,0.84457,0.91435,0.73289,0.81908,-0.10223
84816,child punishment,child punishment,belt,belt,1.03498,0.99152,0.94067,1.03629,1.19034,1.03876,0.12982
84816,whip,whip,belt,belt,0.75739,0.8679,0.8938,1.0537,0.83528,0.88161,-0.05496
84816,red marker,red marker,belt,belt,0.89681,0.95922,0.92436,1.10362,1.09492,0.99579,0.06286
84816,stab,stab,knife,knife,0.4046,0.45465,0.58716,0.86287,0.48624,0.5591,-0.42951
84816,street performing,street performing,knife,knife,0.9331,0.97472,1.02431,0.96561,1.1286,1.00527,0.10819
84816,five finger roulette,five finger roulette,knife,knife,0.79115,0.92787,1.04727,1.0854,0.95049,0.96044,0.04169
84816,archery,archery,knife,knife,0.82501,0.86878,0.88935,0.99413,0.84261,0.88398,-0.03748
84816,throwing,throwing,knife,knife,0.7951,0.84416,0.8287,0.92144,0.68571,0.81502,-0.10223
84816,jail break,jail break,knife,knife,0.95172,1.00982,1.10816,0.91291,1.20316,1.03715,0.15846
84816,weapon,weapon,pencil,pencil,0.79124,0.91829,0.88884,0.99391,0.88562,0.89558,-0.03155
84816,eye poker,eye poker,pencil,pencil,0.96178,1.0853,1.05866,0.98606,0.99486,1.01733,0.13413
84816,jail break,jail break,pencil,pencil,1.04239,0.95385,1.04764,1.0354,1.06371,1.0286,0.14219
84816,knife,knife,pencil,pencil,0.64596,0.77179,0.67876,0.93645,0.64686,0.73596,-0.2228
84816,shots,shots,pencil,pencil,0.88485,0.91762,0.89075,1.0667,0.88981,0.92995,0.00489
84816,needle,needle,pencil,pencil,0.73364,0.7287,0.78179,0.98204,0.68688,0.78261,-0.1586
84816,cup,cup,bucket,bucket,0.70783,0.84974,0.83641,0.71054,0.95227,0.81136,-0.10084
84816,storage,storage,bucket,bucket,0.87616,0.94692,0.85515,0.93536,0.69304,0.86133,-0.04289
84816,baseball,baseball,bucket,bucket,0.86013,0.94963,0.92429,1.02324,0.96585,0.94463,0.02387
84816,hiding spot,hiding spot,bucket,bucket,1.04159,0.88518,1.05412,1.04561,1.05348,1.016,0.12873
84816,gift,gift,bucket,bucket,0.84097,0.95147,0.87951,0.94835,0.85161,0.89438,-0.01995
84816,weapon,weapon,comb,comb,0.81739,0.96032,0.8526,1.03685,0.97334,0.9281,-0.01052
84816,asmr,asmr,comb,comb,NA,NA,NA,NA,NA,NaN,NA
84816,distraction,distraction,comb,comb,0.91366,0.98293,1.03515,0.98664,1.02967,0.98961,0.09392
84816,insect killer,insect killer,comb,comb,0.9846,1.05596,1.04693,1.04491,1.02104,1.03069,0.13921
84816,throwing,throwing,comb,comb,0.95555,0.99668,0.93293,0.95467,1.02006,0.97198,0.07118
84816,weapon,weapon,fork,fork,0.77246,0.88417,0.90561,1.03711,0.95158,0.91019,-0.02609
84816,stirring,stirring,fork,fork,0.87797,0.86008,0.93262,0.94584,0.82758,0.88882,-0.01279
84816,spoon,spoon,fork,fork,0.61051,0.47333,0.67343,0.57769,0.56146,0.57928,-0.33735
84816,distraction,distraction,fork,fork,0.90947,0.95063,1.02781,1.02996,0.99618,0.98281,0.08107
84816,disguise,disguise,fork,fork,0.96951,1.03026,1.02071,1.01025,0.98621,1.00339,0.11208
84816,jail break,jail break,fork,fork,1.01769,1.02925,1.04024,1.09822,1.07497,1.05207,0.15373
84816,lighter,lighter,candle,candle,0.65686,0.64151,0.85169,0.95281,0.78331,0.77724,-0.16511
84816,light,light,candle,candle,0.48871,0.49663,0.71893,0.54539,0.67086,0.5841,-0.34162
84816,distraction,distraction,candle,candle,0.94141,0.87925,0.95407,0.90036,0.91127,0.91727,0.02876
84816,weapon,weapon,candle,candle,0.78017,0.97046,0.85158,0.94453,0.95139,0.89963,-0.03045
